"Can't create index directory : %s","Не удается создать индекс каталога: %s"
"Manufacturer: %s","Производитель: %s"
"SKU: %s","SKU: %s"
"Score: %s","Очки: %s"
"Search Results","Результаты поиска"
"Search Results for: '%s'","Результаты поиска для: '%s'"
"Search results for: %s","Результаты поиска: %s"
"Shoe Type: %s","Тип подбивки: %s"
"There are no products under search term '%s'","По поисковому запросу '%s' товаров не найдено"
